sk_plant,plant_code,plant_name,plant_pengirim
35320,B160,CNS-BR CIREBON,1701
35321,B182,CNS-JAKBAR 2,8003
35322,B113,CNS-RANGKASBITUNG,1707
35323,B188,CNS - Pekayon,1711
35324,B220,CNS-BR TANGERANG,8003
35325,B142,CNS-SB SUMEDANG,8003
35326,B181,CNS-Kebayoran Lama,8003
35327,B132,CNS-SP PURWAKARTA,8003
35328,B141,CNS-SB SOREANG,8003
35329,B113,CNS-RANGKASBITUNG,1111
35330,B141,CNS-SB SOREANG,8003
35331,B188,CNS - Pekayon,1103
35332,B141,CNS-SB SOREANG,1707
35333,B186,CNS-MANGGARAI,1707
35334,B161,CNS-SP INDRAMAYU,8003
35335,B193,CNS-SP PAMEUNGPEUK,8003
35336,B150,CNS-BR PADALARANG,8003
35337,B220,CNS-BR TANGERANG,1707
35338,B101,CNS-SP PELABUHAN RATU,8201
35339,B181,CNS-Kebayoran Lama,1701
35340,B150,CNS-BR PADALARANG,1707
35341,B112,CNS-PANDEGLANG,8003
35342,B160,CNS-BR CIREBON,8003
35343,B112,CNS-PANDEGLANG,8003
35344,B120,CNS-BR JAKUTPUS,1705
35345,B188,CNS - Pekayon,8003
35346,B160,CNS-BR CIREBON,8207
35347,B221,CNS-SB CIKUPA,1705
35348,B131,CNS-BR KARAWANG,8003
35349,B140,CNS-BR GEDEBAGE,8003
35350,B140,CNS-BR GEDEBAGE,1107
35351,B140,CNS-BR GEDEBAGE,8003
35352,B141,CNS-SB SOREANG,1107
35353,B150,CNS-BR PADALARANG,1601
35354,B150,CNS-BR PADALARANG,1602
35355,B182,CNS-JAKBAR 2,1111
35356,B182,CNS-JAKBAR 2,1112
35357,B182,CNS-JAKBAR 2,1111
35358,B101,CNS-SP PELABUHAN RATU,8003
35359,B160,CNS-BR CIREBON,8003
35360,B110,CNS-BR SERANG,8003
35361,B102,CNS-SP CIBADAK,8003
35362,B141,CNS-SB SOREANG,8003
35363,B171,CNS-SP SUBANG,8003
35364,B112,CNS-PANDEGLANG,1707
35365,B150,CNS-BR PADALARANG,1701
35366,B186,CNS-MANGGARAI,1112
35367,B186,CNS-MANGGARAI,8003
35368,B162,CNS-SP MAJALENGKA,1702
35369,B130,CNS-BR TAMBUN,8003
35370,B120,CNS-BR JAKUTPUS,1711
35371,B130,CNS-BR TAMBUN,1701
35372,B160,CNS-BR CIREBON,8003
35373,B221,CNS-SB CIKUPA,1109
35374,B221,CNS-SB CIKUPA,8003
35375,B141,CNS-SB SOREANG,8201
35376,B134,CNS-SP CIKAMPEK,1705
35377,B102,CNS-SP CIBADAK,1705
35378,B221,CNS-SB CIKUPA,1707
35379,B113,CNS-RANGKASBITUNG,1705
35380,B160,CNS-BR CIREBON,1705
35381,B162,CNS-SP MAJALENGKA,1109
35382,B162,CNS-SP MAJALENGKA,8003
35383,B160,CNS-BR CIREBON,8201
35384,B185,CNS-BR JAKSEL,8003
35385,B185,CNS-BR JAKSEL,1111
35386,B162,CNS-SP MAJALENGKA,8003
35387,B130,CNS-BR TAMBUN,1107
35388,B163,CNS-SP KUNINGAN,8003
35389,B163,CNS-SP KUNINGAN,1111
35390,B110,CNS-BR SERANG,1701
35391,B171,CNS-SP SUBANG,1707
35392,B161,CNS-SP INDRAMAYU,1111
35393,B221,CNS-SB CIKUPA,1701
35394,B102,CNS-SP CIBADAK,8003
35395,B140,CNS-BR GEDEBAGE,8207
35396,B162,CNS-SP MAJALENGKA,8003
35397,B171,CNS-SP SUBANG,8003
35398,B142,CNS-SB SUMEDANG,8003
35399,B134,CNS-SP CIKAMPEK,8003
35400,B163,CNS-SP KUNINGAN,8003
35401,B120,CNS-BR JAKUTPUS,1107
35402,B101,CNS-SP PELABUHAN RATU,1701
35403,B193,CNS-SP PAMEUNGPEUK,1701
35404,B130,CNS-BR TAMBUN,1711
35405,B181,CNS-Kebayoran Lama,8003
35406,B171,CNS-SP SUBANG,1707
35407,B100,CNS-BR SUKABUMI,8003
35408,B100,CNS-BR SUKABUMI,1705
35409,B130,CNS-BR TAMBUN,8003
35410,B188,CNS - Pekayon,8003
35411,B162,CNS-SP MAJALENGKA,8003
35412,B188,CNS - Pekayon,1705
35413,B186,CNS-MANGGARAI,8003
35414,B160,CNS-BR CIREBON,8207
35415,B160,CNS-BR CIREBON,8201
35416,B160,CNS-BR CIREBON,8207
35417,B185,CNS-BR JAKSEL,1111
35418,B140,CNS-BR GEDEBAGE,8003
35419,B171,CNS-SP SUBANG,1107
35420,B120,CNS-BR JAKUTPUS,1111
35421,B150,CNS-BR PADALARANG,1707
35422,B101,CNS-SP PELABUHAN RATU,8003
35423,B111,CNS-SP MALIMPING,8201
35424,B186,CNS-MANGGARAI,8207
35425,B186,CNS-MANGGARAI,8201
35426,B191,CNS-SB GARUT,1701
35427,B134,CNS-SP CIKAMPEK,8003
35428,B120,CNS-BR JAKUTPUS,1705
35429,B191,CNS-SB GARUT,8003
35430,B130,CNS-BR TAMBUN,8003
35431,B220,CNS-BR TANGERANG,1602
35432,B220,CNS-BR TANGERANG,1601
35433,B220,CNS-BR TANGERANG,1602
35434,B220,CNS-BR TANGERANG,1601
35435,B220,CNS-BR TANGERANG,1602
35436,B163,CNS-SP KUNINGAN,8003
35437,B163,CNS-SP KUNINGAN,1109
35438,B163,CNS-SP KUNINGAN,1705
35439,B131,CNS-BR KARAWANG,1705
35440,B110,CNS-BR SERANG,8003
35441,B110,CNS-BR SERANG,1701
35442,B134,CNS-SP CIKAMPEK,8003
35443,B141,CNS-SB SOREANG,8207
35444,B141,CNS-SB SOREANG,8201
35445,B110,CNS-BR SERANG,8003
35446,B131,CNS-BR KARAWANG,1701
35447,B140,CNS-BR GEDEBAGE,1107
35448,B140,CNS-BR GEDEBAGE,1601
35449,B220,CNS-BR TANGERANG,8003
35450,B221,CNS-SB CIKUPA,8207
35451,B221,CNS-SB CIKUPA,8201
35452,B171,CNS-SP SUBANG,1705
35453,B134,CNS-SP CIKAMPEK,8201
35454,B140,CNS-BR GEDEBAGE,1705
35455,B334,CNS-SB MADIUN,1702
35456,B142,CNS-SB SUMEDANG,8003
35457,B161,CNS-SP INDRAMAYU,8003
35458,B141,CNS-SB SOREANG,1701
35459,B191,CNS-SB GARUT,8003
35460,B132,CNS-SP PURWAKARTA,8207
35461,B132,CNS-SP PURWAKARTA,8201
35462,B132,CNS-SP PURWAKARTA,8003
35463,B100,CNS-BR SUKABUMI,8003
35464,B220,CNS-BR TANGERANG,8003
35465,B134,CNS-SP CIKAMPEK,8207
35466,B132,CNS-SP PURWAKARTA,1705
35467,B182,CNS-JAKBAR 2,8201
35468,B140,CNS-BR GEDEBAGE,1707
35469,B120,CNS-BR JAKUTPUS,1107
35470,B101,CNS-SP PELABUHAN RATU,1701
35471,B188,CNS - Pekayon,8003
35472,B160,CNS-BR CIREBON,8003
35473,B150,CNS-BR PADALARANG,1707
35474,B181,CNS-Kebayoran Lama,8003
35475,B185,CNS-BR JAKSEL,1707
35476,B221,CNS-SB CIKUPA,1103
35477,B220,CNS-BR TANGERANG,1711
35478,B334,CNS-SB MADIUN,8003
35479,B132,CNS-SP PURWAKARTA,8201
35480,B112,CNS-PANDEGLANG,1701
35481,B100,CNS-BR SUKABUMI,8003
35482,B182,CNS-JAKBAR 2,1107
35483,B182,CNS-JAKBAR 2,1707
35484,B193,CNS-SP PAMEUNGPEUK,8003
35485,B140,CNS-BR GEDEBAGE,8003
35486,B191,CNS-SB GARUT,8003
35487,B188,CNS - Pekayon,1103
35488,B110,CNS-BR SERANG,8003
35489,B110,CNS-BR SERANG,1111
35490,B140,CNS-BR GEDEBAGE,1711
35491,B141,CNS-SB SOREANG,8003
35492,B142,CNS-SB SUMEDANG,8207
35493,B221,CNS-SB CIKUPA,8003
35494,B181,CNS-Kebayoran Lama,8201
35495,B181,CNS-Kebayoran Lama,8207
35496,B181,CNS-Kebayoran Lama,8201
35497,B162,CNS-SP MAJALENGKA,8003
35498,B150,CNS-BR PADALARANG,1701
35499,B160,CNS-BR CIREBON,1107
35500,B160,CNS-BR CIREBON,1702
35501,B160,CNS-BR CIREBON,1107
35502,B134,CNS-SP CIKAMPEK,1707
35503,B100,CNS-BR SUKABUMI,8003
35504,B112,CNS-PANDEGLANG,1111
35505,B112,CNS-PANDEGLANG,8003
35506,B220,CNS-BR TANGERANG,8207
35507,B160,CNS-BR CIREBON,1601
35508,B220,CNS-BR TANGERANG,8003
35509,B220,CNS-BR TANGERANG,8207
35510,B110,CNS-BR SERANG,8003
35511,B101,CNS-SP PELABUHAN RATU,8003
35512,B120,CNS-BR JAKUTPUS,8003
35513,B120,CNS-BR JAKUTPUS,1111
35514,B142,CNS-SB SUMEDANG,8003
35515,B132,CNS-SP PURWAKARTA,8003
35516,B134,CNS-SP CIKAMPEK,8003
35517,B160,CNS-BR CIREBON,8003
35518,B163,CNS-SP KUNINGAN,8003
35519,B163,CNS-SP KUNINGAN,1109
35520,B163,CNS-SP KUNINGAN,8003
35521,B134,CNS-SP CIKAMPEK,1107
35522,B221,CNS-SB CIKUPA,1701
35523,B101,CNS-SP PELABUHAN RATU,1707
35524,B101,CNS-SP PELABUHAN RATU,1701
35525,B182,CNS-JAKBAR 2,8003
35526,B182,CNS-JAKBAR 2,1109
35527,B182,CNS-JAKBAR 2,1705
35528,B140,CNS-BR GEDEBAGE,8201
35529,B130,CNS-BR TAMBUN,1705
35530,B186,CNS-MANGGARAI,1707
35531,B161,CNS-SP INDRAMAYU,8003
35532,B141,CNS-SB SOREANG,8003
35533,B160,CNS-BR CIREBON,8003
35534,B220,CNS-BR TANGERANG,8003
35535,B112,CNS-PANDEGLANG,1112
35536,B112,CNS-PANDEGLANG,8003
35537,B221,CNS-SB CIKUPA,1107
35538,B221,CNS-SB CIKUPA,1601
35539,B171,CNS-SP SUBANG,8201
35540,B120,CNS-BR JAKUTPUS,1701
35541,B185,CNS-BR JAKSEL,8201
35542,B140,CNS-BR GEDEBAGE,8201
35543,B101,CNS-SP PELABUHAN RATU,1701
35544,B101,CNS-SP PELABUHAN RATU,8003
35545,B162,CNS-SP MAJALENGKA,8003
35546,B111,CNS-SP MALIMPING,8003
35547,B134,CNS-SP CIKAMPEK,8003
35548,B131,CNS-BR KARAWANG,8003
35549,B162,CNS-SP MAJALENGKA,8003
35550,B188,CNS - Pekayon,1103
35551,B140,CNS-BR GEDEBAGE,8003
35552,B140,CNS-BR GEDEBAGE,1701
35553,B140,CNS-BR GEDEBAGE,1107
35554,B112,CNS-PANDEGLANG,1601
35555,B113,CNS-RANGKASBITUNG,8003
35556,B113,CNS-RANGKASBITUNG,1109
35557,B131,CNS-BR KARAWANG,8003
35558,B193,CNS-SP PAMEUNGPEUK,8201
35559,B134,CNS-SP CIKAMPEK,1602
35560,B134,CNS-SP CIKAMPEK,1601
35561,B110,CNS-BR SERANG,8003
35562,B182,CNS-JAKBAR 2,8003
35563,B182,CNS-JAKBAR 2,1109
35564,B140,CNS-BR GEDEBAGE,8003
35565,B110,CNS-BR SERANG,1701
35566,B221,CNS-SB CIKUPA,1107
35567,B150,CNS-BR PADALARANG,1109
35568,B132,CNS-SP PURWAKARTA,1107
35569,B140,CNS-BR GEDEBAGE,8003
35570,B134,CNS-SP CIKAMPEK,8003
35571,B160,CNS-BR CIREBON,8003
35572,B142,CNS-SB SUMEDANG,8003
35573,B110,CNS-BR SERANG,1111
35574,B188,CNS - Pekayon,8003
35575,B140,CNS-BR GEDEBAGE,8003
35576,B171,CNS-SP SUBANG,8003
35577,B221,CNS-SB CIKUPA,1701
35578,B186,CNS-MANGGARAI,8003
35579,B132,CNS-SP PURWAKARTA,8003
35580,B160,CNS-BR CIREBON,1112
35581,B160,CNS-BR CIREBON,1111
35582,B160,CNS-BR CIREBON,1109
35583,B188,CNS - Pekayon,8003
35584,B185,CNS-BR JAKSEL,8003
35585,B100,CNS-BR SUKABUMI,1112
35586,B100,CNS-BR SUKABUMI,8003
35587,B188,CNS - Pekayon,1109
35588,B220,CNS-BR TANGERANG,8003
35589,B220,CNS-BR TANGERANG,1109
35590,B220,CNS-BR TANGERANG,1705
35591,B110,CNS-BR SERANG,1109
35592,B140,CNS-BR GEDEBAGE,8003
35593,B188,CNS - Pekayon,1601
35594,B188,CNS - Pekayon,1602
35595,B160,CNS-BR CIREBON,8003
35596,B111,CNS-SP MALIMPING,8003
35597,B112,CNS-PANDEGLANG,1701
35598,B182,CNS-JAKBAR 2,1103
35599,B142,CNS-SB SUMEDANG,1111
35600,B112,CNS-PANDEGLANG,8207
35601,B182,CNS-JAKBAR 2,1601
35602,B120,CNS-BR JAKUTPUS,8207
35603,B110,CNS-BR SERANG,1601
35604,B163,CNS-SP KUNINGAN,1707
35605,B163,CNS-SP KUNINGAN,8003
35606,B188,CNS - Pekayon,8003
35607,B188,CNS - Pekayon,1112
35608,B221,CNS-SB CIKUPA,1107
35609,B142,CNS-SB SUMEDANG,1707
35610,B161,CNS-SP INDRAMAYU,8003
35611,B162,CNS-SP MAJALENGKA,1107
35612,B141,CNS-SB SOREANG,1707
35613,B181,CNS-Kebayoran Lama,1109
35614,B141,CNS-SB SOREANG,1701
35615,B334,CNS-SB MADIUN,8003
35616,B182,CNS-JAKBAR 2,1112
35617,B182,CNS-JAKBAR 2,8003
35618,B134,CNS-SP CIKAMPEK,8003
35619,B110,CNS-BR SERANG,8003
35620,B163,CNS-SP KUNINGAN,8003
35621,B140,CNS-BR GEDEBAGE,8003
35622,B134,CNS-SP CIKAMPEK,8201
35623,B101,CNS-SP PELABUHAN RATU,8003
35624,B150,CNS-BR PADALARANG,8003
35625,B161,CNS-SP INDRAMAYU,1707
35626,B130,CNS-BR TAMBUN,8003
35627,B132,CNS-SP PURWAKARTA,1705
35628,B182,CNS-JAKBAR 2,8201
35629,B130,CNS-BR TAMBUN,8003
35630,B160,CNS-BR CIREBON,8003
35631,B185,CNS-BR JAKSEL,8201
35632,B100,CNS-BR SUKABUMI,8003
35633,B150,CNS-BR PADALARANG,1112
35634,B181,CNS-Kebayoran Lama,8003
35635,B162,CNS-SP MAJALENGKA,1702
35636,B191,CNS-SB GARUT,1107
35637,B110,CNS-BR SERANG,8003
35638,B120,CNS-BR JAKUTPUS,8207
35639,B120,CNS-BR JAKUTPUS,8201
35640,B188,CNS - Pekayon,1112
35641,B188,CNS - Pekayon,1111
35642,B111,CNS-SP MALIMPING,1701
35643,B161,CNS-SP INDRAMAYU,1707
35644,B162,CNS-SP MAJALENGKA,1601
35645,B141,CNS-SB SOREANG,8003
35646,B150,CNS-BR PADALARANG,8003
35647,B186,CNS-MANGGARAI,8201
35648,B101,CNS-SP PELABUHAN RATU,8207
35649,B101,CNS-SP PELABUHAN RATU,8201
35650,B221,CNS-SB CIKUPA,8003
35651,B162,CNS-SP MAJALENGKA,8003
35652,B150,CNS-BR PADALARANG,1707
35653,B130,CNS-BR TAMBUN,1701
35654,B160,CNS-BR CIREBON,1601
35655,B181,CNS-Kebayoran Lama,8003
35656,B162,CNS-SP MAJALENGKA,8003
35657,B131,CNS-BR KARAWANG,8003
35658,B141,CNS-SB SOREANG,8003
35659,B113,CNS-RANGKASBITUNG,8003
35660,B113,CNS-RANGKASBITUNG,8207
35661,B113,CNS-RANGKASBITUNG,8201
35662,B113,CNS-RANGKASBITUNG,8003
35663,B150,CNS-BR PADALARANG,8003
35664,B182,CNS-JAKBAR 2,8207
35665,B160,CNS-BR CIREBON,1711
35666,B160,CNS-BR CIREBON,8003
35667,B160,CNS-BR CIREBON,1103
35668,B160,CNS-BR CIREBON,8207
35669,B160,CNS-BR CIREBON,8201
35670,B160,CNS-BR CIREBON,8207
35671,B160,CNS-BR CIREBON,8003
35672,B221,CNS-SB CIKUPA,1602
35673,B221,CNS-SB CIKUPA,1601
35674,B120,CNS-BR JAKUTPUS,1705
35675,B181,CNS-Kebayoran Lama,8003
35676,B131,CNS-BR KARAWANG,8207
35677,B171,CNS-SP SUBANG,1707
35678,B193,CNS-SP PAMEUNGPEUK,8003
35679,B134,CNS-SP CIKAMPEK,1707
35680,B188,CNS - Pekayon,8201
35681,B188,CNS - Pekayon,8207
35682,B132,CNS-SP PURWAKARTA,8003
35683,B150,CNS-BR PADALARANG,8201
35684,B102,CNS-SP CIBADAK,8003
35685,B188,CNS - Pekayon,8003
35686,B185,CNS-BR JAKSEL,8003
35687,B182,CNS-JAKBAR 2,8207
35688,B182,CNS-JAKBAR 2,8201
35689,B185,CNS-BR JAKSEL,8207
35690,B185,CNS-BR JAKSEL,8201
35691,B131,CNS-BR KARAWANG,1707
35692,B131,CNS-BR KARAWANG,1109
35693,B131,CNS-BR KARAWANG,1112
35694,B131,CNS-BR KARAWANG,8003
35695,B141,CNS-SB SOREANG,8207
35696,B171,CNS-SP SUBANG,8003
35697,B171,CNS-SP SUBANG,1112
35698,B134,CNS-SP CIKAMPEK,1107
35699,B160,CNS-BR CIREBON,1107
35700,B186,CNS-MANGGARAI,8003
35701,B171,CNS-SP SUBANG,1707
35702,B110,CNS-BR SERANG,8003
35703,B110,CNS-BR SERANG,1112
35704,B100,CNS-BR SUKABUMI,8003
35705,B100,CNS-BR SUKABUMI,1111
35706,B162,CNS-SP MAJALENGKA,1707
35707,B191,CNS-SB GARUT,1707
35708,B120,CNS-BR JAKUTPUS,8201
35709,B130,CNS-BR TAMBUN,8207
35710,B102,CNS-SP CIBADAK,8003
35711,B102,CNS-SP CIBADAK,1109
35712,B102,CNS-SP CIBADAK,1112
35713,B162,CNS-SP MAJALENGKA,8003
35714,B111,CNS-SP MALIMPING,8003
35715,B134,CNS-SP CIKAMPEK,8003
35716,B141,CNS-SB SOREANG,8207
35717,B141,CNS-SB SOREANG,8201
35718,B141,CNS-SB SOREANG,1707
35719,B140,CNS-BR GEDEBAGE,1107
35720,B113,CNS-RANGKASBITUNG,8003
35721,B193,CNS-SP PAMEUNGPEUK,8201
35722,B132,CNS-SP PURWAKARTA,8003
35723,B140,CNS-BR GEDEBAGE,8003
35724,B102,CNS-SP CIBADAK,1707
35725,B150,CNS-BR PADALARANG,1601
35726,B188,CNS - Pekayon,1601
35727,B101,CNS-SP PELABUHAN RATU,8003
35728,B160,CNS-BR CIREBON,8003
35729,B141,CNS-SB SOREANG,8003
35730,B130,CNS-BR TAMBUN,1705
35731,B140,CNS-BR GEDEBAGE,8003
35732,B120,CNS-BR JAKUTPUS,8003
35733,B130,CNS-BR TAMBUN,8003
35734,B130,CNS-BR TAMBUN,1111
35735,B112,CNS-PANDEGLANG,8201
35736,B112,CNS-PANDEGLANG,8207
35737,B110,CNS-BR SERANG,8003
35738,B188,CNS - Pekayon,8003
35739,B140,CNS-BR GEDEBAGE,1702
35740,B191,CNS-SB GARUT,1107
35741,B221,CNS-SB CIKUPA,1601
35742,B334,CNS-SB MADIUN,8003
35743,B161,CNS-SP INDRAMAYU,1707
35744,B161,CNS-SP INDRAMAYU,8003
35745,B193,CNS-SP PAMEUNGPEUK,8003
35746,B161,CNS-SP INDRAMAYU,8003
35747,B131,CNS-BR KARAWANG,1702
35748,B221,CNS-SB CIKUPA,1707
35749,B102,CNS-SP CIBADAK,8003
35750,B181,CNS-Kebayoran Lama,8003
35751,B182,CNS-JAKBAR 2,8003
35752,B134,CNS-SP CIKAMPEK,8003
35753,B131,CNS-BR KARAWANG,8207
35754,B140,CNS-BR GEDEBAGE,8207
35755,B141,CNS-SB SOREANG,8207
35756,B141,CNS-SB SOREANG,8201
35757,B193,CNS-SP PAMEUNGPEUK,8003
35758,B171,CNS-SP SUBANG,8003
35759,B113,CNS-RANGKASBITUNG,8003
35760,B160,CNS-BR CIREBON,8003
35761,B160,CNS-BR CIREBON,1112
35762,B160,CNS-BR CIREBON,1109
35763,B100,CNS-BR SUKABUMI,8003
35764,B220,CNS-BR TANGERANG,8003
35765,B111,CNS-SP MALIMPING,8003
35766,B111,CNS-SP MALIMPING,1109
35767,B188,CNS - Pekayon,1112
35768,B110,CNS-BR SERANG,1111
35769,B131,CNS-BR KARAWANG,1701
35770,B188,CNS - Pekayon,8003
35771,B188,CNS - Pekayon,1109
35772,B140,CNS-BR GEDEBAGE,1707
35773,B193,CNS-SP PAMEUNGPEUK,1705
35774,B162,CNS-SP MAJALENGKA,1701
35775,B162,CNS-SP MAJALENGKA,1707
35776,B134,CNS-SP CIKAMPEK,8201
35777,B171,CNS-SP SUBANG,1103
35778,B185,CNS-BR JAKSEL,8201
35779,B193,CNS-SP PAMEUNGPEUK,1701
35780,B221,CNS-SB CIKUPA,8003
35781,B182,CNS-JAKBAR 2,1103
35782,B112,CNS-PANDEGLANG,8003
35783,B220,CNS-BR TANGERANG,8201
35784,B220,CNS-BR TANGERANG,8207
35785,B110,CNS-BR SERANG,8003
35786,B220,CNS-BR TANGERANG,1707
35787,B101,CNS-SP PELABUHAN RATU,1111
35788,B101,CNS-SP PELABUHAN RATU,8003
35789,B140,CNS-BR GEDEBAGE,1601
35790,B101,CNS-SP PELABUHAN RATU,8003
35791,B150,CNS-BR PADALARANG,8003
35792,B140,CNS-BR GEDEBAGE,1705
35793,B191,CNS-SB GARUT,1112
35794,B191,CNS-SB GARUT,8003
35795,B132,CNS-SP PURWAKARTA,1707
35796,B182,CNS-JAKBAR 2,8201
35797,B132,CNS-SP PURWAKARTA,8003
35798,B130,CNS-BR TAMBUN,8003
35799,B188,CNS - Pekayon,1107
35800,B188,CNS - Pekayon,1601
35801,B185,CNS-BR JAKSEL,8201
35802,B185,CNS-BR JAKSEL,1707
35803,B221,CNS-SB CIKUPA,1701
35804,B112,CNS-PANDEGLANG,1701
35805,B162,CNS-SP MAJALENGKA,8003
35806,B150,CNS-BR PADALARANG,1702
35807,B141,CNS-SB SOREANG,1112
35808,B141,CNS-SB SOREANG,8003
35809,B171,CNS-SP SUBANG,8003
35810,B150,CNS-BR PADALARANG,8003
35811,B191,CNS-SB GARUT,8003
35812,B220,CNS-BR TANGERANG,8003
35813,B220,CNS-BR TANGERANG,1109
35814,B220,CNS-BR TANGERANG,8003
35815,B160,CNS-BR CIREBON,8003
35816,B188,CNS - Pekayon,1103
35817,B111,CNS-SP MALIMPING,8003
35818,B134,CNS-SP CIKAMPEK,1705
35819,B120,CNS-BR JAKUTPUS,8003
35820,B160,CNS-BR CIREBON,8003
35821,B160,CNS-BR CIREBON,1707
35822,B142,CNS-SB SUMEDANG,8003
35823,B140,CNS-BR GEDEBAGE,8201
35824,B186,CNS-MANGGARAI,8003
35825,B181,CNS-Kebayoran Lama,8003
35826,B134,CNS-SP CIKAMPEK,8003
35827,B162,CNS-SP MAJALENGKA,8003
35828,B112,CNS-PANDEGLANG,1601
35829,B113,CNS-RANGKASBITUNG,1701
35830,B160,CNS-BR CIREBON,1707
35831,B186,CNS-MANGGARAI,8003
35832,B150,CNS-BR PADALARANG,8003
35833,B112,CNS-PANDEGLANG,8207
35834,B182,CNS-JAKBAR 2,1601
35835,B110,CNS-BR SERANG,1601
35836,B102,CNS-SP CIBADAK,8003
35837,B161,CNS-SP INDRAMAYU,8003
35838,B193,CNS-SP PAMEUNGPEUK,8003
35839,B182,CNS-JAKBAR 2,1107
35840,B134,CNS-SP CIKAMPEK,1707
35841,B141,CNS-SB SOREANG,8003
35842,B160,CNS-BR CIREBON,8003
35843,B130,CNS-BR TAMBUN,1707
35844,B220,CNS-BR TANGERANG,8201
35845,B110,CNS-BR SERANG,1701
35846,B120,CNS-BR JAKUTPUS,1707
35847,B142,CNS-SB SUMEDANG,8003
35848,B101,CNS-SP PELABUHAN RATU,8003
35849,B185,CNS-BR JAKSEL,8003
35850,B132,CNS-SP PURWAKARTA,8003
35851,B188,CNS - Pekayon,1701
35852,B102,CNS-SP CIBADAK,8003
35853,B188,CNS - Pekayon,8003
35854,B185,CNS-BR JAKSEL,8003
35855,B185,CNS-BR JAKSEL,1109
35856,B100,CNS-BR SUKABUMI,1111
35857,B160,CNS-BR CIREBON,8003
35858,B120,CNS-BR JAKUTPUS,1705
35859,B111,CNS-SP MALIMPING,8003
35860,B140,CNS-BR GEDEBAGE,8003
35861,B141,CNS-SB SOREANG,8003
35862,B182,CNS-JAKBAR 2,8003
35863,B150,CNS-BR PADALARANG,1702
35864,B100,CNS-BR SUKABUMI,8003
35865,B110,CNS-BR SERANG,1711
35866,B171,CNS-SP SUBANG,8003
35867,B171,CNS-SP SUBANG,1111
35868,B171,CNS-SP SUBANG,1112
35869,B171,CNS-SP SUBANG,1111
35870,B110,CNS-BR SERANG,8003
35871,B193,CNS-SP PAMEUNGPEUK,8207
35872,B100,CNS-BR SUKABUMI,8003
35873,B130,CNS-BR TAMBUN,8207
35874,B130,CNS-BR TAMBUN,1711
35875,B112,CNS-PANDEGLANG,1601
35876,B181,CNS-Kebayoran Lama,8003
35877,B193,CNS-SP PAMEUNGPEUK,8201
35878,B150,CNS-BR PADALARANG,1107
35879,B188,CNS - Pekayon,1601
35880,B334,CNS-SB MADIUN,1702
35881,B161,CNS-SP INDRAMAYU,8003
35882,B191,CNS-SB GARUT,8003
35883,B132,CNS-SP PURWAKARTA,1107
35884,B141,CNS-SB SOREANG,8003
35885,B160,CNS-BR CIREBON,8003
35886,B188,CNS - Pekayon,1112
35887,B160,CNS-BR CIREBON,1107
35888,B160,CNS-BR CIREBON,8003
35889,B182,CNS-JAKBAR 2,1103
35890,B141,CNS-SB SOREANG,1702
35891,B140,CNS-BR GEDEBAGE,8201
35892,B140,CNS-BR GEDEBAGE,8207
35893,B186,CNS-MANGGARAI,8003
35894,B142,CNS-SB SUMEDANG,8003
35895,B181,CNS-Kebayoran Lama,1701
35896,B130,CNS-BR TAMBUN,1707
35897,B140,CNS-BR GEDEBAGE,8003
35898,B191,CNS-SB GARUT,1111
35899,B221,CNS-SB CIKUPA,8201
35900,B221,CNS-SB CIKUPA,8207
35901,B221,CNS-SB CIKUPA,1602
35902,B221,CNS-SB CIKUPA,1601
35903,B160,CNS-BR CIREBON,1601
35904,B160,CNS-BR CIREBON,1107
35905,B101,CNS-SP PELABUHAN RATU,1109
35906,B101,CNS-SP PELABUHAN RATU,8003
35907,B181,CNS-Kebayoran Lama,8003
35908,B185,CNS-BR JAKSEL,8003
35909,B185,CNS-BR JAKSEL,1711
35910,B141,CNS-SB SOREANG,1702
35911,B113,CNS-RANGKASBITUNG,8003
35912,B134,CNS-SP CIKAMPEK,8003
35913,B100,CNS-BR SUKABUMI,8201
35914,B110,CNS-BR SERANG,1109
35915,B140,CNS-BR GEDEBAGE,8201
35916,B140,CNS-BR GEDEBAGE,1107
35917,B160,CNS-BR CIREBON,8003
35918,B131,CNS-BR KARAWANG,1707
35919,B171,CNS-SP SUBANG,8003
35920,B171,CNS-SP SUBANG,1112
35921,B171,CNS-SP SUBANG,1109
35922,B102,CNS-SP CIBADAK,1705
35923,B163,CNS-SP KUNINGAN,8003
35924,B134,CNS-SP CIKAMPEK,1107
35925,B120,CNS-BR JAKUTPUS,1107
35926,B160,CNS-BR CIREBON,1701
35927,B141,CNS-SB SOREANG,1107
35928,B141,CNS-SB SOREANG,8003
35929,B182,CNS-JAKBAR 2,8003
35930,B113,CNS-RANGKASBITUNG,8003
35931,B182,CNS-JAKBAR 2,1111
35932,B182,CNS-JAKBAR 2,1112
35933,B182,CNS-JAKBAR 2,1707
35934,B134,CNS-SP CIKAMPEK,8207
35935,B134,CNS-SP CIKAMPEK,8201
35936,B134,CNS-SP CIKAMPEK,8207
35937,B141,CNS-SB SOREANG,8003
35938,B171,CNS-SP SUBANG,1103
35939,B130,CNS-BR TAMBUN,1701
35940,B160,CNS-BR CIREBON,8003
35941,B185,CNS-BR JAKSEL,8201
35942,B221,CNS-SB CIKUPA,1701
35943,B221,CNS-SB CIKUPA,1707
35944,B112,CNS-PANDEGLANG,8003
35945,B132,CNS-SP PURWAKARTA,1707
