sk_vendor,vendor_code,license_no,jenis_mobil
19593,0000505339,B 9637 BXS,1T.BUILT UP
19594,0000505138,B 9198 TEX,1.KUBIKASI
19595,0000502777,B 9917 BEU,1T.BUILT UP
19596,0000505138,B 9443 TEX,1.KUBIKASI
19597,0000503520,B 9051 VXR,FUSO
19598,0000505138,B 9494 TEV,KUBIKASI
19599,0000503421,B 9719 PEU,1T.BUILT UP
19600,0000503421,B 9290 PXS,1T.BUILT UP
19601,0000501246,B 9635 BEU,1T.BUILT UP
19602,0000503421,B 9655 PEU,1T.BUILT UP
19603,0000505138,B 9193 TEW,1.KUBIKASI
19604,0000505138,B 9388 TXT,1T.BUILT UP
19605,0000501246,B 9635 BEU,1T.BUILT UP
19606,0000502777,B 9002 XA,1T.BUILT UP
19607,0000507232,B 9962 FEU,BU/25JT08/INDRA
19608,0000507232,B 9901 PEU,BU/20CT03/HASAN
19609,0000505138,B 9505 TEW,1T.BUILT UP
19610,0000505138,B 9505 TEW,1.KUBIKASI
19611,0000503421,B 9802 PEU,1T.BUILT UP
19612,0000503421,B 9775 PEU,BU/25CB03/RIKI
19613,0000503520,B 9054 VXR,1T.ENGKEL
19614,0000505138,B 9571 TEV,1T.BUILT UP
19615,0000505138,B 9494 TEV,1.KUBIKASI
19616,0000502777,B 9618 AU,1T.BUILT UP
19617,0000503978,B 9817 UEW,BUILT UP
19618,0000505138,B 9228 TEX,KUBIKASI
19619,0000503421,B 9734 PEU,1T.BUILT UP
19620,0000505138,B 9938 TEY,KUBIKASI
19621,0000503849,B 9112 UEV,1T.BUILT UP
19622,0000505138,B 9072 TEW,1T.BUILT UP
19623,0000505138,B 9452 TEX,1.KUBIKASI
19624,0000502777,B 9985 BEU,1T.BUILT UP
19625,0000505138,B 9357 TXT,1.KUBIKASI
19626,0000503421,B 9736 PEU,BU/20CS01/FIKRI
19627,0000503421,B 9743 PEU,BU/25CT02/FIKRI
19628,0000505138,B 9835 TEY,BU/20CT02/HASAN
19629,0000503520,B 9052 VXR,1T.ENGKEL
19630,0000505138,B 9509 TEX,1.KUBIKASI
19631,0000501246,B 9438 BEU,1T.BUILT UP
19632,0000503849,B 9583 WG,1T.BUILT UP
19633,0000503520,B 9054 VXR,1T.ENGKEL
19634,0000503421,B 9284 PXS,BUILT UP
19635,0000501246,B 9635 BEU,1T.BUILT UP
19636,0000501246,B 9637 BEU,1T.BUILT UP
19637,0000505138,B 9858 TEY,BU/20CT03/RIKI
19638,0000505733,B 9051 PXS,1.KUBIKASI
19639,0000505138,B 9904 TXT,BU/18CS11/INDRA
19640,0000505138,B 9505 TEW,1.KUBIKASI
19641,0000502777,B 9917 BEU,1T.BUILT UP
19642,0000506454,B 9754 UEW,BU/25JJ05/ANDRI
19643,0000505138,B 9977 TEW,1.KUBIKASI
19644,0000505232,B 9303 BXS,TR/12TCP4/RIKI
19645,0000503421,B 9279 PXS,1T.BUILT UP
19646,0000505769,D 9855 AA,BU/GBCB01/HASAN
19647,0000505138,B 9429 TXT,1T.BUILT UP
19648,0000505138,B 9505 TEW,1.KUBIKASI
19649,0000503421,B 9510 PEU,1T.BUILT UP
19650,0000505138,B 9496 TEY,BU/20CB03/FIKRI
19651,0000505138,B 9034 TEY,BU/25CP01/FIKRI
19652,0000505138,B 9442 TEV,BU/25CJ01/FIKRI
19653,0000503763,B 9600 TXT,CD/GFCJ01/FIKRI
19654,0000503421,B 9732 PEU,1T.BUILT UP
19655,0000503421,B 9984 PXS,CD/8FCJ01/RIKI
19656,0000503421,B 9747 PEU,CD/20CT01/FIKRI
19657,0000503421,B 9975 PXS,CD/8FJJ01/ANDRI
19658,0000505138,B 9544 TEW,BU/25JT08/ANDRI
19659,0000504927,B 9352 NYU,CD/8FCJ01/RIKI
19660,0000503421,B 9802 PEU,1T.BUILT UP
19661,0000500755,B 9904 CRW,1T.BUILT UP
19662,0000503849,B 9112 UEV,1T.BUILT UP
19663,0000503421,B 9654 PEU,1T.BUILT UP
19664,0000505138,B 9047 TEY,KUBIKASI
19665,0000503421,B 9816 PEU,1T.BUILT UP
19666,0000503849,B 9110 UEV,1T.BUILT UP
19667,0000506865,B 9326 OE,BUILD UP
19668,0000505138,B 9460 TEY,KUBIKASI
19669,0000505138,B 9030 TEY,BU/20CC09/RIKI
19670,0000502777,B 9618 KP,1T.BUILT UP
19671,0000503421,B 9655 PEU,1T.BUILT UP
19672,0000505138,B 9744 TEX,1.KUBIKASI
19673,0000503421,B 9802 PEU,1T.BUILT UP
19674,0000503520,B 9053 VXR,1T.ENGKEL
19675,0000503849,B 9219 UEU,1T.BUILT UP
19676,0000505733,B 9023 VEU,1.KUBIKASI
19677,0000501246,B 9438 BEU,1T.BUILT UP
19678,0000505138,B 9198 TEX,1.KUBIKASI
19679,0000505138,B 9409 TEV,BU/20CT02/RIKI
19680,0000505138,B 9872 TEW,1.KUBIKASI
19681,0000503421,B 9719 PEU,1T.BUILT UP
19682,0000503421,B 9785 PEU,1T.BUILT UP
19683,0000503520,B 9054 VXR,1T.ENGKEL
19684,0000501246,B 9635 BEU,1T.BUILT UP
19685,0000501246,B 9637 BEU,1T.BUILT UP
19686,0000507232,B 9874 BEU,BU/25JT02/INDRA
19687,0000503520,A 9379 ZX,1T.ENGKEL
19688,0000505138,B 9388 TXT,1T.BUILT UP
19689,0000501246,B 9635 BEU,1T.BUILT UP
19690,0000503421,B 9279 PXS,1T.BUILT UP
19691,0000501246,B 9694 UEV,1T.BUILT UP
19692,0000503421,B 9632 PEU,BU/20CP09/ANDRI
19693,0000505138,B 9112 TEW,BU/25JT08/ANDRI
19694,0000500755,B 9904 CRW,1T.BUILT UP
19695,0000505138,B 9967 TEV,1.KUBIKASI
19696,0000502777,B 9084 BEU,1T.BUILT UP
19697,0000505138,B 9003 TEZ,1.KUBIKASI
19698,0000505138,B 9443 TEX,1.KUBIKASI
19699,0000505138,B 9007 TXU,BU/DCI003/RIKI
19700,0000505138,B 9505 TEW,1.KUBIKASI
19701,0000502777,B 9091 BEU,1T.BUILT UP
19702,0000505138,B 9357 TXT,1.KUBIKASI
19703,0000502777,B 9618 AU,1T.BUILT UP
19704,0000503421,B 9857 PEU,BU/20CT02/FIKRI
19705,0000505138,B 9451 TEX,BU/25JT08/ANDRI
19706,0000503421,B 9622 PEU,BU/20CJ05/INDRA
19707,0000506461,B 9428 SEU,1T.BUILT UP
19708,0000507017,B 9006 WEU,BU/25CJ01/HASAN
19709,0000503421,B 9732 PEU,1T.BUILT UP
19710,0000504888,B 9123 UEW,1T.BUILT UP
19711,0000505138,B 9018 TEV,BU/25CC01/HASAN
19712,0000505138,B 9304 TEX,1.KUBIKASI
19713,0000505138,B 9866 TEY,KUBIKASI
19714,0000502777,B 9618 KP,1T.BUILT UP
19715,0000505138,B 9024 TEZ,BU/25CB03/FIKRI
19716,0000505138,B 9047 TEY,1.KUBIKASI
19717,0000503520,B 9054 VXR,1T.ENGKEL
19718,0000504927,B 9038 NEU,BU/25CT02/HASAN
19719,0000505138,B 9571 TEV,1T.BUILT UP
19720,0000501246,B 9623 UEV,1T.BUILT UP
19721,0000503520,B 9626 VCA,1T.ENGKEL
19722,0000505138,B 9494 TEV,1.KUBIKASI
19723,0000505138,B 9480 TXT,1.KUBIKASI
19724,0000501246,B 9694 UEV,1T.BUILT UP
19725,0000503421,B 9505 PEU,1T.BUILT UP
19726,0000503520,B 9053 VXR,1T.ENGKEL
19727,0000505997,B 9233 BXT,CD/GFCJ01/FIKRI
19728,0000507018,N 8869 UW,BU/25CT02/RIKI
19729,0000505138,B 9780 TEW,KUBIKASI
19730,0000503421,B 9807 PEU,BU/20CR02/ANDRI
19731,0000503421,B 9284 PXS,1T.BUILT UP
19732,0000505138,B 9198 TEX,1.KUBIKASI
19733,0000505138,B 9872 TEW,1.KUBIKASI
19734,0000502777,B 9618 AU,1T.BUILT UP
19735,0000503421,B 9719 PEU,1T.BUILT UP
19736,0000503421,B 9290 PXS,1T.BUILT UP
19737,0000503421,B 9284 PXS,BUILT UP
19738,0000501246,B 9635 BEU,1T.BUILT UP
19739,0000501246,B 9637 BEU,1T.BUILT UP
19740,0000505138,B 9490 TEX,1T.BUILT UP
19741,0000502777,B 9618 AU,1T.BUILT UP
19742,0000503421,B 9086 PXS,1T.BUILT UP
19743,0000505138,B 9013 TXU,BU/DCK028/RIKI
19744,0000501246,B 9635 BEU,1T.BUILT UP
19745,0000503421,B 9653 PEU,1T.BUILT UP
19746,0000502777,B 9002 XA,1T.BUILT UP
19747,0000503421,B 9732 PEU,1T.BUILT UP
19748,0000503520,B 9051 VXR,FUSO
19749,0000503421,B 9086 PXS,1T.BUILT UP
19750,0000507232,B 9621 KEU,BU/25CC01/FIKRI
19751,0000503520,B 9465 BXT,1T.BUILT UP
19752,0000503978,B 9886 UEW,BUILT UP
19753,0000506461,B 9417 SEU,1T.BUILT UP
19754,0000503520,A 9379 ZX,1T.ENGKEL
19755,0000505138,B 9501 TEX,CD/20CM01/FIKRI
19756,0000507232,B 9652 KEU,BU/25JT08/INDRA
19757,0000500755,B 9713 CRW,1T.BUILT UP
19758,0000505138,B 9024 TEZ,BU/25CB03/FIKRI
19759,0000500755,B 9904 CRW,1T.BUILT UP
19760,0000503421,B 9802 PEU,1T.BUILT UP
19761,0000503520,B 9054 VXR,1T.ENGKEL
19762,0000503421,B 9023 PXS,CD/8FCJ01/FIKRI
19763,0000505138,B 9977 TEW,KUBIKASI
19764,0000502777,B 9210 BYU,1T.BUILT UP
19765,0000505187,B 9036 BOA,1T.BUILT UP
19766,0000504888,B 9123 UEW,1T.BUILT UP
19767,0000505138,B 9419 TXT,1T.BUILT UP
19768,0000502777,B 9618 AU,1T.BUILT UP
19769,0000505138,B 9480 TXT,1.KUBIKASI
19770,0000505138,B 9494 TEV,KUBIKASI
19771,0000503520,A 9379 ZX,1T.ENGKEL
19772,0000505138,B 9388 TXT,1.KUBIKASI
19773,0000502777,B 9917 BEU,1.T Built up
19774,0000503978,B 9945 UEW,BUILT UP
19775,0000503520,B 9054 VXR,1T.ENGKEL
19776,0000503421,B 9915 PXS,CD/8FJJ01/ANDRI
19777,0000503520,A 8191 WX,1T.ENGKEL
19778,0000505138,B 9409 TEV,BU/20CT02/HASAN
19779,0000503520,B 9054 VXR,1T.ENGKEL
19780,0000506512,B 9245 JXR,CD/8FCJ01/RIKI
19781,0000506461,B 9425 SEU,1T.BUILT UP
19782,0000505138,B 9304 TEX,1.KUBIKASI
19783,0000506461,B 9425 SEU,1T.BUILT UP
19784,0000505138,B 9490 TEX,1.KUBIKASI
19785,0000503421,B 9732 PEU,1T.BUILT UP
19786,0000505138,B 9036 TEV,KUBIKASI
19787,0000505138,B 9332 TEV,BU/20CJ01/HASAN
19788,0000506461,B 9422 SEU,1T.BUILT UP
19789,0000505138,B 9603 TEW,1.KUBIKASI
19790,0000505138,B 9571 TEV,1.KUBIKASI
19791,0000502777,B 9883 BEU,1T.BUILT UP
19792,0000505138,B 9480 TXT,1.KUBIKASI
19793,0000505138,B 9442 TEV,BU/25CT02/RIKI
19794,0000502777,B 9094 BEV,1T.BUILT UP
19795,0000505138,B 9069 TEY,BU/20CC09/RIKI
19796,0000503421,B 9505 PEU,1T.BUILT UP
19797,0000503421,B 9732 PEU,1T.BUILT UP
19798,0000505187,B 9036 BOA,1T.BUILT UP
19799,0000503421,B 9086 PXS,1T.BUILT UP
19800,0000505138,B 9531 TEW,BU/25CT02/RIKI
19801,0000503421,B 9634 PEU,1T.BUILT UP
19802,0000503520,B 9465 BXT,1T.BUILT UP
19803,0000503978,B 9886 UEW,BUILT UP
19804,0000506461,B 9417 SEU,1T.BUILT UP
19805,0000505138,B 9220 TEW,1.KUBIKASI
19806,0000505138,B 9460 TEY,KUBIKASI
19807,0000505138,B 9039 TXT,1.KUBIKASI
19808,0000503421,B 9505 PEU,1T.BUILT UP
19809,0000503520,B 9053 VXR,1T.ENGKEL
19810,0000503421,B 9086 PXS,1T.BUILT UP
19811,0000503978,B 9886 UEW,BUILT UP
19812,0000505138,B 9132 TEW,BU/20CS03/HASAN
19813,0000500755,B 9713 CRW,1T.BUILT UP
19814,0000505138,B 9878 TXT,BU/DCC034/RIKI
19815,0000505138,B 9505 TEW,1.KUBIKASI
19816,0000501246,B 9693 UEV,1T.BUILT UP
19817,0000505520,B 9281 AU,BU/17KM05/AWAN
19818,0000504888,B 9123 UEW,1T.BUILT UP
19819,0000502777,B 9618 AU,1T.BUILT UP
19820,0000503849,B 9112 UEV,1T.BUILT UP
19821,0000503421,B 9279 PXS,1T.BUILT UP
19822,0000505138,B 9494 TEV,1.KUBIKASI
19823,0000505187,B 9036 BOA,1T.BUILT UP
19824,0000500755,B 9713 CRW,1T.BUILT UP
19825,0000502777,B 9269 BEU,1T.BUILT UP
19826,0000503849,B 9219 UEU,1T.BUILT UP
19827,0000506461,B 9425 SEU,1T.BUILT UP
19828,0000503520,B 9053 VXR,1T.ENGKEL
19829,0000506512,B 9480 UXV,CD/8FCJ01/HASAN
19830,0000505339,B 9637 BXS,1T.BUILT UP
19831,0000503421,B 9023 PXS,CD/8FCS02/HASAN
19832,0000503849,B 9583 WG,1T.BUILT UP
19833,0000506512,B 9241 JXR,CD/8FCB02/HASAN
19834,0000505339,B 9023 BEV,BU/28JM04/ANDRI
19835,0000505138,B 9304 TEX,KUBIKASI
19836,0000505138,B 9198 TEX,1.KUBIKASI
19837,0000505138,B 9480 TXT,1.KUBIKASI
19838,0000505138,B 9509 TEX,1.KUBIKASI
19839,0000503520,B 9051 VXR,1T.ENGKEL
19840,0000503520,B 9054 VXR,1T.ENGKEL
19841,0000505138,B 9781 TEU,BU/25CT03/HASAN
19842,0000505138,B 9304 TEX,1.KUBIKASI
19843,0000505138,B 9996 TEY,BU/20CT02/RIKI
19844,0000505138,B 9834 TEU,BU/25CT02/RIKI
19845,0000503421,B 9802 PEU,1T.BUILT UP
19846,0000502777,B 9002 XA,1T.BUILT UP
19847,0000505138,B 9036 TEV,1KUBIKASI
19848,0000506512,B 9475 UXV,CD/8FCJ01/FIKRI
19849,0000502777,B 9917 BEU,1T.BUILT UP
19850,0000502223,B 9731 QD,1T.TRONTON
19851,0000505138,B 9030 TEY,BU/20CC09/RIKI
19852,0000505138,B 9582 TEY,BU/20CR01/FIKRI
19853,0000502777,B 9618 KP,1T.BUILT UP
19854,0000505138,B 9227 TEY,BU/20CT02/FIKRI
19855,0000505138,B 9560 TEX,BU/20CI02/FIKRI
19856,0000503849,B 9503 IT,BU/DCK028/HASAN
19857,0000503421,B 9802 PEU,1T.BUILT UP
19858,0000506461,B 9417 SEU,1T.BUILT UP
19859,0000505138,B 9039 TXT,1.KUBIKASI
19860,0000507232,B 9901 PEU,BU/25CT03/HASAN
19861,0000500755,B 9904 CRW,1T.BUILT UP
19862,0000505138,B 9388 TXT,1.KUBIKASI
19863,0000503520,B 9050 VXR,1T.ENGKEL
19864,0000506865,B 9326 OE,BUILD UP
19865,0000505461,B 9758 UEU,BU/20CB11/INDRA
19866,0000503520,B 9052 VXR,1T.ENGKEL
19867,0000502777,B 9618 KP,1T.BUILT UP
19868,0000503849,B 9479 SYK,1T.BUILT UP
19869,0000505138,B 9198 TEX,1.KUBIKASI
19870,0000505138,B 9060 TEY,KUBIKASI
19871,0000503421,B 9731 PEU,1T.BUILT UP
19872,0000503849,B 9219 UEU,1T.BUILT UP
19873,0000502777,B 9879 WG,1T.BUILT UP
19874,0000505138,B 9901 TXT,BU/DCK024/FIKRI
19875,0000502777,B 9917 BEU,1T.BUILT UP
19876,0000505138,B 9970 TXT,BU/DCR002/FIKRI
19877,0000505138,B 9977 TEW,1.KUBIKASI
19878,0000503421,B 9279 PXS,1T.BUILT UP
19879,0000505138,B 9480 TXT,1.KUBIKASI
19880,0000505138,B 9304 TEX,KUBIKASI
19881,0000505138,B 9509 TEX,1.KUBIKASI
19882,0000501246,B 9637 BEU,1T.BUILT UP
19883,0000507232,B 9874 BEU,BU/25JT02/INDRA
19884,0000505138,B 9132 TEW,BU/20CT03/RIKI
19885,0000502777,B 9618 AU,1T.BUILT UP
19886,0000502777,B 9618 KA,1T.BUILT UP
19887,0000505138,B 9193 TEW,1.KUBIKASI
19888,0000505138,B 9916 TEY,1.KUBIKASI
19889,0000503520,B 9050 VXR,1T.ENGKEL
19890,0000505138,B 9198 TEX,1.KUBIKASI
19891,0000502777,B 9618 KA,1T.BUILT UP
19892,0000505138,B 9193 TEW,1.KUBIKASI
19893,0000505138,B 9427 TXT,1.KUBIKASI
19894,0000505138,B 9388 TXT,1T.BUILT UP
19895,0000505138,B 9148 TEY,BU/25CS03/RIKI
19896,0000503520,B 9052 VXR,1T.ENGKEL
19897,0000501246,B 9635 BEU,1T.BUILT UP
19898,0000503421,B 9653 PEU,1T.BUILT UP
19899,0000503421,B 9279 PXS,1T.BUILT UP
19900,0000500755,B 9904 CRW,1T.BUILT UP
19901,0000505138,B 9967 TEV,1.KUBIKASI
19902,0000503520,B 9054 VXR,1T.ENGKEL
19903,0000505138,B 9260 TXT,1.KUBIKASI
19904,0000502777,B 9094 BEV,1T.BUILT UP
19905,0000505138,B 9683 TEY,BU/25CP01/RIKI
19906,0000503520,A 8191 WX,1T.ENGKEL
19907,0000505138,B 9419 TXT,1T.BUILT UP
19908,0000503421,B 9284 PXS,1T.BUILT UP
19909,0000503421,B 9802 PEU,1T.BUILT UP
19910,0000505138,B 9438 TEX,BU/20CC09/HASAN
19911,0000503421,B 9739 PEU,BU/25CS01/FIKRI
19912,0000500755,B 9904 CRW,1T.BUILT UP
19913,0000505138,B 9594 TEW,BU/25CB03/HASAN
19914,0000501246,B 9438 BEU,1T.BUILT UP
19915,0000505138,B 9992 TEW,BU/25JJ05/ANDRI
19916,0000505138,B 9035 TEY,BU/25CT02/RIKI
19917,0000503421,B 9105 PXS,BU/20CJ01/RIKI
19918,0000505138,B 9866 TEY,KUBIKASI
19919,0000502777,B 9618 KP,1T.BUILT UP
19920,0000505138,B 9808 TEY,1T.BUILT UP
19921,0000505138,B 9907 TEY,BU/25CT02/RIKI
19922,0000505138,B 9122 TEV,BU/25CP01/HASAN
19923,0000502777,B 9002 XA,1T.BUILT UP
19924,0000505138,B 9047 TEY,1.KUBIKASI
19925,0000505138,B 9267 TXT,1.KUBIKASI
19926,0000507232,B 9039 FEV,BU/25CB03/FIKRI
19927,0000503421,B 9731 PEU,1T.BUILT UP
19928,0000505339,B 9407 BXS,BU/20CK08/INDRA
19929,0000506865,B 9326 OE,BUILD UP
19930,0000505138,B 9460 TEY,KUBIKASI
19931,0000505461,B 9758 UEU,BU/20CB11/INDRA
19932,0000505138,B 9427 TEV,1T.BUILT UP
19933,0000503421,B 9655 PEU,1T.BUILT UP
19934,0000505138,B 9494 TEV,1KUBIKASI
19935,0000505138,B 9744 TEX,1.KUBIKASI
19936,0000503849,B 9479 SYK,1T.BUILT UP
19937,0000505138,B 9032 TEY,BU/25CS01/FIKRI
19938,0000505138,B 9571 TEV,1.KUBIKASI
19939,0000502777,B 9883 BEU,1T.BUILT UP
19940,0000505733,B 9023 VEU,1.KUBIKASI
19941,0000503520,B 9050 VXR,1T.ENGKEL
19942,0000503421,B 9279 PXS,1T.BUILT UP
19943,0000505138,B 9494 TEV,1.KUBIKASI
19944,0000502777,B 9084 BEU,1T.BUILT UP
19945,0000505138,B 9989 TXT,BU/DCK028/RIKI
19946,0000505138,B 9442 TEV,BU/25CT02/RIKI
19947,0000505138,B 9035 TEZ,BU/20CT02/HASAN
19948,0000505138,B 9970 TXT,BU/DCS068/FIKRI
19949,0000505461,B 9662 UEU,BU/25JC01/ANDRI
19950,0000503421,B 9713 PEU,1T.BUILT UP
19951,0000500755,B 9713 CRW,1T.BUILT UP
19952,0000503421,B 9962 PXR,1T.BUILT UP
19953,0000503520,B 9054 VXR,1T.ENGKEL
19954,0000503421,B 9505 PEU,1T.BUILT UP
19955,0000503849,B 9046 WF,1T.BUILT UP
19956,0000500755,B 9904 CRW,1T.BUILT UP
19957,0000503421,B 9284 PXS,1T.BUILT UP
19958,0000507232,B 9144 BEV,BU/25CT02/FIKRI
19959,0000505138,B 9490 TEX,1.KUBIKASI
19960,0000507018,N 8066 UV,BU/25CT02/RIKI
19961,0000505138,B 9047 TEY,1.KUBIKASI
19962,0000505138,B 9036 TEV,KUBIKASI
19963,0000502777,B 9618 AU,1T.BUILT UP
19964,0000505339,B 9406 BXS,BU/20CK08/INDRA
19965,0000502777,B 9210 BYU,1T.BUILT UP
19966,0000503421,B 9652 PEU,1T.BUILT UP
19967,0000503421,B 9086 PXS,1T.BUILT UP
19968,0000507232,B 9700 KEU,BU/25JK07/INDRA
19969,0000503978,B 9817 UEW,BUILT UP
19970,0000503520,B 9050 VXR,1T.ENGKEL
19971,0000503849,B 9362 JN,1T.BUILT UP
19972,0000503520,A 9379 ZX,1T.ENGKEL
19973,0000503978,B 9945 UEW,BUILT UP
19974,0000503520,B 9054 VXR,1T.ENGKEL
19975,0000503520,A 8191 WX,1T.ENGKEL
19976,0000505138,B 9461 TEX,1.KUBIKASI
19977,0000502777,B 9091 BEU,1T.BUILT UP
19978,0000503421,B 9780 PEU,1T.BUILT UP
19979,0000503520,A 9379 ZX,1T.ENGKEL
19980,0000505138,B 9193 TEW,1.KUBIKASI
19981,0000503421,B 9086 PXS,1T.BUILT UP
19982,0000505138,B 9013 TXU,BU/DCK028/RIKI
19983,0000501246,B 9635 BEU,1T.BUILT UP
19984,0000502777,B 9002 XA,1T.BUILT UP
19985,0000505138,B 9967 TEV,1.KUBIKASI
19986,0000505138,B 9260 TXT,1.KUBIKASI
19987,0000503421,B 9713 PEU,1T.BUILT UP
19988,0000505138,B 9603 TEW,1.KUBIKASI
19989,0000505138,B 9571 TEV,1.KUBIKASI
19990,0000502777,B 9883 BEU,1T.BUILT UP
19991,0000505733,B 9023 VEU,1.KUBIKASI
19992,0000505339,B 9637 BXS,1T.BUILT UP
19993,0000502777,B 9076 BEU,1T.BUILT UP
19994,0000505138,B 9494 TEV,KUBIKASI
19995,0000505138,B 9509 TEX,1.KUBIKASI
19996,0000505138,B 9872 TEW,1.KUBIKASI
19997,0000503421,B 9785 PEU,1T.BUILT UP
19998,0000503520,B 9054 VXR,1T.ENGKEL
19999,0000503421,B 9915 PXS,CD/8FJJ01/ANDRI
20000,0000505997,B 9251 NXR,CD/8FJJ01/ANDRI
20001,0000501246,B 9635 BEU,1T.BUILT UP
20002,0000502777,B 9155 BEU,1T.BUILT UP
20003,0000505138,B 9388 TXT,1T.BUILT UP
20004,0000505138,B 9148 TEY,BU/25CS03/RIKI
20005,0000503421,B 9653 PEU,1T.BUILT UP
20006,0000505138,B 9297 TEV,BU/20CT02/HASAN
20007,0000505138,B 9260 TXT,1.KUBIKASI
20008,0000503421,B 9732 PEU,1T.BUILT UP
20009,0000500755,B 9904 CRW,1T.BUILT UP
20010,0000505138,B 9292 TEW,KUBIKASI
20011,0000505138,B 9076 TEV,BU/20CT02/HASAN
20012,0000506461,B 9428 SEU,1T.BUILT UP
20013,0000505138,B 9267 TXT,1.KUBIKASI
20014,0000501246,B 9635 BEU,1T.BUILT UP
20015,0000503421,B 9279 PXS,1T.BUILT UP
20016,0000500755,B 9904 CRW,1T.BUILT UP
20017,0000505138,B 9967 TEV,1.KUBIKASI
20018,0000503421,B 9533 PEU,1T.BUILT UP
20019,0000502777,B 9883 BEU,1T.BUILT UP
20020,0000505138,B 9192 TEX,BU/20CB02/HASAN
20021,0000502777,B 9883 BEU,1T.BUILT UP
20022,0000506222,BE 9049 YV,KUBIKASI
20023,0000503978,B 9817 UEW,BUILT UP
20024,0000503520,B 9626 VCA,1T.ENGKEL
20025,0000503849,B 9362 JN,1T.BUILT UP
20026,0000503421,B 9745 PEU,BU/20CS03/FIKRI
20027,0000505138,B 9388 TXT,1.KUBIKASI
20028,0000505138,B 9879 TXT,BU/DCK028/FIKRI
20029,0000502777,B 9917 BEU,1.T Built up
20030,0000502777,B 9883 BEU,1T.BUILT UP
20031,0000506222,BE 9049 YV,KUBIKASI
20032,0000503849,B 9480 SYK,1T.BUILT UP
20033,0000503849,B 9352 UXS,CD/8FCP02/FIKRI
20034,0000503520,B 9052 VXR,1T.ENGKEL
20035,0000505138,B 9997 TXT,BU/DCK018/FIKRI
20036,0000503520,B 9053 VXR,1T.ENGKEL
20037,0000503520,B 9054 VXR,1T.ENGKEL
20038,0000505187,B 9079 BYT,FUSO
20039,0000505138,B 9886 TXT,BU/DCC034/RIKI
20040,0000505138,B 9858 TEY,BU/20CT02/HASAN
20041,0000505138,B 9352 TEW,BU/25JT08/ANDRI
20042,0000503421,B 9719 PEU,1T.BUILT UP
20043,0000505138,B 9438 TEX,BU/20CC09/HASAN
20044,0000503421,B 9732 PEU,1T.BUILT UP
20045,0000505138,B 9480 TXT,1.KUBIKASI
20046,0000506461,B 9417 SEU,1T.BUILT UP
20047,0000503520,A 9379 ZX,1T.ENGKEL
20048,0000505138,B 9737 TEW,BU/20CS03/RIKI
20049,0000505138,B 9132 TEW,BU/20CS03/HASAN
20050,0000507232,B 9016 FEV,BU/25JT08/INDRA
20051,0000505997,B 9235 BEV,BU/25CJ01/RIKI
20052,0000505138,B 9076 TEV,BU/20CS03/HASAN
20053,0000500755,B 9713 CRW,1T.BUILT UP
20054,0000505138,B 9462 TEX,BU/20CT02/RIKI
20055,0000505138,B 9878 TXT,BU/DCC034/RIKI
20056,0000505138,B 9505 TEW,1.KUBIKASI
20057,0000503520,B 9054 VXR,1T.ENGKEL
20058,0000506222,BE 9049 YV,KUBIKASI
20059,0000505138,B 9953 TEV,BU/25CT02/HASAN
20060,0000503520,B 9624 VCA,1T.ENGKEL
20061,0000505138,B 9997 TXT,BU/DCK018/FIKRI
20062,0000505187,B 9079 BYT,FUSO
20063,0000507232,B 9882 PEU,BU/25CS01/FIKRI
20064,0000505138,B 9227 TEY,BU/20CT02/HASAN
20065,0000505138,B 9198 TEX,1.KUBIKASI
20066,0000505138,B 9413 TEV,1.KUBIKASI
20067,0000503421,B 9785 PEU,1T.BUILT UP
20068,0000505187,B 9036 BOA,1T.BUILT UP
20069,0000506512,B 9059 JEU,BU/25CC01/RIKI
20070,0000503017,B 9337 UXU,BU/20CC15/ANDRI
20071,0000505138,B 9429 TXT,1T.BUILT UP
20072,0000507232,B 9901 PEU,BU/25CT03/RIKI
20073,0000505138,B 9505 TEW,1.KUBIKASI
20074,0000503421,B 9510 PEU,1T.BUILT UP
20075,0000503421,B 9732 PEU,1T.BUILT UP
20076,0000507165,A 9075 ZB,CD/8FCJ01/RIKI
20077,0000504927,B 9352 NYU,CD/8FCJ01/RIKI
20078,0000503421,B 9802 PEU,1T.BUILT UP
20079,0000505997,B 9006 BXT,CD/GFCM01/RIKI
20080,0000500755,B 9904 CRW,1T.BUILT UP
20081,0000502777,B 9917 BEU,1.T Built up
20082,0000505138,B 9866 TEY,1T.BUILT UP
20083,0000503849,B 9164 UEU,1T.BUILT UP
20084,0000503421,B 9816 PEU,1T.BUILT UP
20085,0000503421,B 9791 PEU,1T.BUILT UP
20086,0000503849,B 9110 UEV,1T.BUILT UP
20087,0000506865,B 9326 OE,BUILD UP
20088,0000505138,B 9460 TEY,KUBIKASI
20089,0000505138,B 9100 TXT,1.KUBIKASI
20090,0000503520,B 9052 VXR,1T.ENGKEL
20091,0000502777,B 9917 BEU,1T.BUILT UP
20092,0000502223,B 9731 QD,1T.TRONTON
20093,0000502777,B 9618 KP,1T.BUILT UP
20094,0000503421,B 9655 PEU,1T.BUILT UP
20095,0000500755,B 9904 CRW,1T.BUILT UP
20096,0000502777,B 9618 KP,1T.BUILT UP
20097,0000502777,B 9002 XA,1T.BUILT UP
20098,0000505138,B 9036 TEV,1KUBIKASI
